Date,AdNetworkType,CampaignName,AdFormat,AdId,Slot,WeightedImpressions,Clicks,Sessions,Bounces,Cost,Conversions_301649121_FCCD,Conversions_301649121_AUTO,Conversions_301314275_FCCD,Conversions_301314275_AUTO,Conversions_301313194_FCCD,Conversions_301313194_AUTO,Conversions_301315472_FCCD,Conversions_301315472_AUTO
2023-07-19,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722243,PREMIUMBLOCK,3.1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722246,PREMIUMBLOCK,1.2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343467,PREMIUMBLOCK,1.03,1,2,0,150.11,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,ALONE,1.11,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,PREMIUMBLOCK,8.48,3,6,6,292.79,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,PREMIUMBLOCK,11.05,3,9,2,332.08,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,ALONE,0.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,PREMIUMBLOCK,4.08,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111897,PREMIUMBLOCK,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111898,PREMIUMBLOCK,4.1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111898,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,ALONE,3.24,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,PREMIUMBLOCK,5.12,1,2,0,72.26,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,ALONE,1.86,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,OTHER,2.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,PREMIUMBLOCK,20,3,6,2,304,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,SUGGEST,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,OTHER,3.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,PREMIUMBLOCK,4.12,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,SUGGEST,5,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,OTHER,2.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,SUGGEST,3,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111906,PREMIUMBLOCK,1.08,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111952,PREMIUMBLOCK,1.03,1,0,0,126.7,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111954,ALONE,0.95,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111956,ALONE,0.99,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201671,ALONE,0.92,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201671,PREMIUMBLOCK,1.04,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201672,ALONE,0.92,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201673,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280309,PREMIUMBLOCK,3.09,1,1,0,155.22,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280311,PREMIUMBLOCK,2.15,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280346,PREMIUMBLOCK,2.24,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14431553797,PREMIUMBLOCK,1.25,1,2,0,155.24,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14431553806,PREMIUMBLOCK,2.06,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,ALONE,2.9,1,2,1,300.23,--,1,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,PREMIUMBLOCK,2.24,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238674,PREMIUMBLOCK,2.06,1,1,1,50.29,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238676,PREMIUMBLOCK,0.83,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238678,ALONE,0.9,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238678,PREMIUMBLOCK,2.24,1,2,0,91.35,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,ALONE,0.96,1,2,2,53.71,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238687,ALONE,0.96,1,2,2,44.89,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238687,PREMIUMBLOCK,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722246,PREMIUMBLOCK,1.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722269,PREMIUMBLOCK,1.05,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343467,PREMIUMBLOCK,3.02,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343468,PREMIUMBLOCK,2.07,1,2,0,77.1,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343468,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,PREMIUMBLOCK,2.76,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,SUGGEST,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,PREMIUMBLOCK,10.43,3,9,2,378.62,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,ALONE,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,PREMIUMBLOCK,17.66,2,6,2,168.14,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,SUGGEST,3,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,PREMIUMBLOCK,5.08,2,4,0,119.98,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111897,PREMIUMBLOCK,4.13,1,2,2,79.36,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111898,PREMIUMBLOCK,2.06,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,ALONE,3.69,2,3,0,123.46,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,PREMIUMBLOCK,8.26,1,3,0,92.85,--,--,1,1,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,SUGGEST,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,ALONE,2.82,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,PREMIUMBLOCK,13.42,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,SUGGEST,4,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,OTHER,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,PREMIUMBLOCK,8.57,1,2,0,35.28,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,SUGGEST,3,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,OTHER,1,1,0,0,10.81,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,PREMIUMBLOCK,4.28,1,2,0,43.09,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111906,ALONE,0.92,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111906,PREMIUMBLOCK,2.82,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111908,PREMIUMBLOCK,0.75,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111911,PREMIUMBLOCK,0.89,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111911,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111912,PREMIUMBLOCK,1.2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111912,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111913,PREMIUMBLOCK,1.2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111914,PREMIUMBLOCK,1.23,1,2,0,61.32,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111914,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111934,PREMIUMBLOCK,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-20,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111937,PREMIUMBLOCK,1.22,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201676,PREMIUMBLOCK,1.13,1,2,0,27.51,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,PREMIUMBLOCK,4.35,1,3,0,102.04,--,1,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238674,PREMIUMBLOCK,2.06,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238678,PREMIUMBLOCK,1.22,1,5,2,73.47,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,PREMIUMBLOCK,3.73,1,3,1,159.34,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238687,PREMIUMBLOCK,1.23,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722243,PREMIUMBLOCK,2.07,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722245,ALONE,0.96,1,1,1,66.86,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722245,PREMIUMBLOCK,1.19,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722246,PREMIUMBLOCK,2.41,1,3,1,58.7,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343468,PREMIUMBLOCK,1,1,0,0,87.29,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,PREMIUMBLOCK,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,ALONE,1.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,PREMIUMBLOCK,6.47,2,5,0,351.57,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,ALONE,0.94,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,PREMIUMBLOCK,5.23,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,SUGGEST,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,ALONE,1.01,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,PREMIUMBLOCK,1.23,1,3,2,81.8,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111897,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111897,PREMIUMBLOCK,5.03,2,4,0,236.55,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111898,PREMIUMBLOCK,2.12,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,ALONE,0.95,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,PREMIUMBLOCK,13.29,1,2,2,70.14,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,ALONE,0.95,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,PREMIUMBLOCK,20.32,3,5,1,274.12,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,PREMIUMBLOCK,11.18,3,6,4,191.91,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,ALONE,0.94,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,PREMIUMBLOCK,2.98,1,2,0,69.14,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201673,PREMIUMBLOCK,1.02,1,5,0,32.64,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201674,PREMIUMBLOCK,1.07,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280307,PREMIUMBLOCK,1.02,1,1,0,129.28,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280316,ALONE,0.95,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280316,PREMIUMBLOCK,1.08,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280322,PREMIUMBLOCK,1.22,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280324,PREMIUMBLOCK,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,ALONE,0.97,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238678,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,PREMIUMBLOCK,1.23,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238687,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,PREMIUMBLOCK,2.06,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,OTHER,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,PREMIUMBLOCK,5.82,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,SUGGEST,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,ALONE,2.77,1,0,0,132.16,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,OTHER,1.08,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,PREMIUMBLOCK,17.34,3,7,2,348.4,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,OTHER,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,PREMIUMBLOCK,7.87,2,7,6,204.1,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111898,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111898,PREMIUMBLOCK,2.07,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,PREMIUMBLOCK,2.71,1,2,0,111.61,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111899,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,ALONE,2.84,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111900,PREMIUMBLOCK,9.55,3,4,2,151.85,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,ALONE,1.89,1,2,0,48.48,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,PREMIUMBLOCK,6.02,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111901,SUGGEST,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,PREMIUMBLOCK,3.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111902,SUGGEST,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111906,PREMIUMBLOCK,2.16,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111909,PREMIUMBLOCK,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111912,PREMIUMBLOCK,1.2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111912,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111914,ALONE,0.98,1,2,2,63.29,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14731111938,PREMIUMBLOCK,1.09,0,0,0,0,--,--,--,--,--,--,--,--
